cod_ine,provincia,municipio,lon,lat
01001000000,Araba,Alegría-Dulantzi,-2.512,42.84
01002000000,Araba,Amurrio,-3.0,43.054
01003000000,Araba,Aramaio,-2.565,43.051
01004000000,Araba,Artziniega,-3.128,43.121
01006000000,Araba,Armiñón,-2.872,42.723
01008000000,Araba,Arratzua-Ubarrundia,-2.639,42.891
01009000000,Araba,Asparrena,-2.317,42.89
01010000000,Araba,Ayala,-3.043,43.078
01010000000,Araba,Aiara,-3.043,43.078
01011000000,Araba,Baños de Ebro,-2.679,42.529
01011000000,Araba,Mañueta,-2.679,42.529
01013000000,Araba,Barrundia,-2.494,42.915
01014000000,Araba,Berantevilla,-2.86,42.682
01016000000,Araba,Bernedo,-2.498,42.627
01017000000,Araba,Campezo,-2.352,42.67
01017000000,Araba,Kanpezu,-2.352,42.67
01018000000,Araba,Zigoitia,-2.73,42.962
01019000000,Araba,Kripan,-2.516,42.591
01020000000,Araba,Kuartango,-2.884,42.87
01021000000,Araba,Elburgo,-2.546,42.85
01021000000,Araba,Burgelu,-2.546,42.85
01022000000,Araba,Elciego,-2.617,42.514
01023000000,Araba,Elvillar,-2.544,42.568
01023000000,Araba,Bilar,-2.544,42.568
01027000000,Araba,Iruraiz-Gauna,-2.476,42.831
01028000000,Araba,Labastida,-2.793,42.59
01028000000,Araba,Bastida,-2.793,42.59
01030000000,Araba,Lagrán,-2.584,42.626
01031000000,Araba,Laguardia,-2.584,42.552
01032000000,Araba,Lanciego,-2.513,42.562
01032000000,Araba,Lantziego,-2.513,42.562
01033000000,Araba,Lapuebla de Labarca,-2.572,42.494
01034000000,Araba,Leza,-2.635,42.565
01036000000,Araba,Laudio,-2.963,43.143
01036000000,Araba,Llodio,-2.963,43.143
01037000000,Araba,Arraia-Maeztu,-2.444,42.739
01039000000,Araba,Moreda de Álava,-2.408,42.525
01039000000,Araba,Moreda Araba,-2.408,42.525
01041000000,Araba,Navaridas,-2.625,42.545
01042000000,Araba,Okondo,-3.019,43.162
01043000000,Araba,Oyón-Oion,-2.437,42.506
01044000000,Araba,Peñacerrada-Urizaharra,-2.714,42.644
01046000000,Araba,Erriberagoitia,-2.911,42.801
01046000000,Araba,Ribera Alta,-2.911,42.801
01047000000,Araba,Ribera Baja,-2.917,42.713
01047000000,Araba,Erriberabeitia,-2.917,42.713
01049000000,Araba,Añana,-2.986,42.801
01051000000,Araba,Agurain,-2.39,42.85
01051000000,Araba,Salvatierra,-2.39,42.85
01052000000,Araba,Samaniego,-2.679,42.567
01053000000,Araba,San Millán,-2.377,42.874
01053000000,Araba,Donemiliaga,-2.377,42.874
01054000000,Araba,Urkabustaiz,-2.907,42.953
01055000000,Araba,Valdegovía,-3.099,42.848
01055000000,Araba,Gaubea,-3.099,42.848
01056000000,Araba,Harana,-2.331,42.753
01056000000,Araba,Valle de Arana,-2.331,42.753
01057000000,Araba,Villabuena de Álava,-2.665,42.549
01057000000,Araba,Eskuernaga,-2.665,42.549
01058000000,Araba,Legutio,-2.643,42.98
01059000000,Araba,Vitoria-Gasteiz,-2.673,42.851
01060000000,Araba,Yécora,-2.47,42.569
01060000000,Araba,Iekora,-2.47,42.569
01061000000,Araba,Zalduondo,-2.347,42.886
01062000000,Araba,Zambrana,-2.878,42.661
01063000000,Araba,Zuia,-2.819,42.956
01901000000,Araba,Iruña Oka,-2.815,42.818
01901000000,Araba,Iruña de Oca,-2.815,42.818
01902000000,Araba,Lantarón,-2.966,42.717
02001000000,Albacete,Abengibre,-1.544,39.21
02002000000,Albacete,Alatoz,-1.361,39.095
02003000000,Albacete,Albacete,-1.856,38.996
02004000000,Albacete,Albatana,-1.523,38.571
02005000000,Albacete,Alborea,-1.397,39.278
02006000000,Albacete,Alcadozo,-1.98,38.649
02007000000,Albacete,Alcalá del Júcar,-1.429,39.193
02008000000,Albacete,Alcaraz,-2.49,38.664
02009000000,Albacete,Almansa,-1.094,38.87
02010000000,Albacete,Alpera,-1.231,38.96
02011000000,Albacete,Ayna,-2.071,38.552
02012000000,Albacete,Balazote,-2.151,38.884
02013000000,Albacete,Balsa de Ves,-1.197,39.265
02014000000,Albacete,El Ballestero,-2.455,38.843
02015000000,Albacete,Barrax,-2.2,39.046
02016000000,Albacete,Bienservida,-2.612,38.516
02017000000,Albacete,Bogarra,-2.213,38.58
02018000000,Albacete,Bonete,-1.348,38.87
02019000000,Albacete,El Bonillo,-2.54,38.95
02020000000,Albacete,Carcelén,-1.309,39.102
02021000000,Albacete,Casas de Juan Núñez,-1.558,39.102
02022000000,Albacete,Casas de Lázaro,-2.239,38.771
02023000000,Albacete,Casas de Ves,-1.335,39.259
02024000000,Albacete,Casas-Ibáñez,-1.471,39.287
02025000000,Albacete,Caudete,-0.989,38.706
02026000000,Albacete,Cenizate,-1.661,39.303
02027000000,Albacete,Corral-Rubio,-1.461,38.835
02028000000,Albacete,Cotillas,-2.506,38.431
02029000000,Albacete,Chinchilla de Monte-Aragón,-1.726,38.921
02030000000,Albacete,Elche de la Sierra,-2.048,38.448
02031000000,Albacete,Férez,-2.01,38.356
02032000000,Albacete,Fuensanta,-2.067,39.245
02033000000,Albacete,Fuente-Álamo,-1.432,38.693
02034000000,Albacete,Fuentealbilla,-1.549,39.268
02035000000,Albacete,La Gineta,-1.998,39.114
02036000000,Albacete,Golosalvo,-1.636,39.24
02037000000,Albacete,Hellín,-1.703,38.512
02038000000,Albacete,La Herrera,-2.126,38.962
02039000000,Albacete,Higueruela,-1.445,38.965
02040000000,Albacete,Hoya-Gonzalo,-1.557,38.958
02041000000,Albacete,Jorquera,-1.521,39.175
02042000000,Albacete,Letur,-2.101,38.366
02043000000,Albacete,Lezuza,-2.354,38.949
02044000000,Albacete,Liétor,-1.955,38.541
02045000000,Albacete,Madrigueras,-1.8,39.237
02046000000,Albacete,Mahora,-1.725,39.213
02047000000,Albacete,Masegoso,-2.315,38.719
02048000000,Albacete,Minaya,-2.32,39.271
02049000000,Albacete,Molinicos,-2.239,38.468
02050000000,Albacete,Montalvos,-2.028,39.167
02051000000,Albacete,Montealegre del Castillo,-1.325,38.787
02052000000,Albacete,Motilleja,-1.79,39.179
02053000000,Albacete,Munera,-2.483,39.04
02054000000,Albacete,Navas de Jorquera,-1.719,39.281
02055000000,Albacete,Nerpio,-2.302,38.148
02056000000,Albacete,Ontur,-1.499,38.615
02057000000,Albacete,Ossa de Montiel,-2.743,38.962
02058000000,Albacete,Paterna del Madera,-2.346,38.597
02059000000,Albacete,Peñascosa,-2.41,38.672
02060000000,Albacete,Peñas de San Pedro,-2.002,38.727
02061000000,Albacete,Pétrola,-1.555,38.826
02062000000,Albacete,Povedilla,-2.604,38.702
02063000000,Albacete,Pozohondo,-1.911,38.721
02064000000,Albacete,Pozo-Lorente,-1.506,39.077
02065000000,Albacete,Pozuelo,-2.101,38.81
02066000000,Albacete,La Recueja,-1.49,39.177
02067000000,Albacete,Riópar,-2.418,38.5
02068000000,Albacete,Robledo,-2.449,38.758
02069000000,Albacete,La Roda,-2.159,39.207
02070000000,Albacete,Salobre,-2.551,38.592
02071000000,Albacete,San Pedro,-2.186,38.827
02072000000,Albacete,Socovos,-1.985,38.332
02073000000,Albacete,Tarazona de la Mancha,-1.913,39.265
02074000000,Albacete,Tobarra,-1.693,38.592
02075000000,Albacete,Valdeganga,-1.676,39.135
02076000000,Albacete,Vianos,-2.501,38.632
02077000000,Albacete,Villa de Ves,-1.259,39.222
02078000000,Albacete,Villalgordo del Júcar,-2.063,39.296
02079000000,Albacete,Villamalea,-1.599,39.362
02080000000,Albacete,Villapalacios,-2.635,38.575
02081000000,Albacete,Villarrobledo,-2.607,39.268
02082000000,Albacete,Villatoya,-1.339,39.334
02083000000,Albacete,Villavaliente,-1.458,39.126
02084000000,Albacete,Villaverde de Guadalimar,-2.518,38.456
02085000000,Albacete,Viveros,-2.576,38.774
02086000000,Albacete,Yeste,-2.319,38.367
02901000000,Albacete,Pozo Cañada,-1.736,38.801
03001000000,Alacant,l'Atzúbia,-0.152,38.847
03002000000,Alacant,Agost,-0.639,38.439
03003000000,Alacant,Agres,-0.516,38.78
03004000000,Alacant,Aigües,-0.363,38.499
03005000000,Alacant,Albatera,-0.868,38.179
03006000000,Alacant,Alcalalí,-0.042,38.75
03007000000,Alacant,Alcosser,-0.402,38.794
03008000000,Alacant,Alcoleja,-0.331,38.675
03009000000,Alacant,Alcoi,-0.473,38.698
03009000000,Alacant,Alcoy,-0.473,38.698
03010000000,Alacant,Alfafara,-0.556,38.773
03011000000,Alacant,l'Alfàs del Pi,-0.103,38.58
03012000000,Alacant,Algorfa,-0.796,38.087
03013000000,Alacant,Algueña,-1.003,38.338
03014000000,Alacant,Alacant,-0.483,38.345
03014000000,Alacant,Alicante,-0.483,38.345
03015000000,Alacant,Almoradí,-0.792,38.11
03016000000,Alacant,Almudaina,-0.354,38.762
03017000000,Alacant,L'Alqueria d'Asnar,-0.426,38.773
03018000000,Alacant,Altea,-0.051,38.599
03019000000,Alacant,Aspe,-0.768,38.346
03020000000,Alacant,Balones,-0.342,38.737
03021000000,Alacant,Banyeres de Mariola,-0.657,38.716
03022000000,Alacant,Benasau,-0.343,38.69
03023000000,Alacant,Beneixama,-0.767,38.7
03024000000,Alacant,Benejúzar,-0.838,38.078
03025000000,Alacant,Benferri,-0.962,38.142
03026000000,Alacant,Beniarbeig,-0.001,38.822
03027000000,Alacant,Beniardà,-0.216,38.683
03028000000,Alacant,Beniarrés,-0.379,38.82
03029000000,Alacant,Benigembla,-0.11,38.756
03030000000,Alacant,Benidoleig,-0.032,38.792
03031000000,Alacant,Benidorm,-0.131,38.534
03032000000,Alacant,Benifallim,-0.399,38.663
03033000000,Alacant,Benifato,-0.229,38.674
03034000000,Alacant,Benijófar,-0.738,38.081
03035000000,Alacant,Benilloba,-0.391,38.7
03036000000,Alacant,Benillup,-0.379,38.754
03037000000,Alacant,Benimantell,-0.21,38.677
03038000000,Alacant,Benimarfull,-0.391,38.776
03039000000,Alacant,Benimassot,-0.292,38.749
03040000000,Alacant,Benimeli,-0.041,38.823
03041000000,Alacant,Benissa,0.05,38.715
03042000000,Alacant,El Poble Nou de Benitatxell,0.145,38.732
03042000000,Alacant,Benitachell,0.145,38.732
03043000000,Alacant,Biar,-0.766,38.63
03044000000,Alacant,Bigastro,-0.895,38.063
03045000000,Alacant,Bolulla,-0.112,38.677
03046000000,Alacant,Busot,-0.421,38.482
03047000000,Alacant,Calp,0.045,38.645
03048000000,Alacant,Callosa d'en Sarrià,-0.122,38.652
03049000000,Alacant,Callosa de Segura,-0.879,38.123
03050000000,Alacant,El Campello,-0.401,38.428
03051000000,Alacant,El Camp de Mirra,-0.779,38.687
03051000000,Alacant,Campo de Mirra,-0.779,38.687
03052000000,Alacant,Cañada,-0.81,38.675
03053000000,Alacant,Castalla,-0.67,38.597
03054000000,Alacant,Castell de Castells,-0.194,38.725
03055000000,Alacant,Catral,-0.805,38.16
03056000000,Alacant,Cocentaina,-0.44,38.745
03057000000,Alacant,Confrides,-0.268,38.684
03058000000,Alacant,Cox,-0.884,38.14
03059000000,Alacant,Crevillent,-0.809,38.249
03060000000,Alacant,Quatretondeta,-0.316,38.724
03061000000,Alacant,Daya Nueva,-0.761,38.114
03062000000,Alacant,Daya Vieja,-0.738,38.105
03063000000,Alacant,Dénia,0.107,38.841
03064000000,Alacant,Dolores,-0.77,38.139
03065000000,Alacant,Elx,-0.699,38.265
03065000000,Alacant,Elche,-0.699,38.265
03066000000,Alacant,Elda,-0.796,38.479
03067000000,Alacant,Fageca,-0.268,38.735
03068000000,Alacant,Famorca,-0.246,38.732
03069000000,Alacant,Finestrat,-0.212,38.567
03070000000,Alacant,Formentera del Segura,-0.746,38.084
03071000000,Alacant,Gata de Gorgos,0.084,38.773
03072000000,Alacant,Gaianes,-0.408,38.813
03073000000,Alacant,Gorga,-0.357,38.718
03074000000,Alacant,Granja de Rocamora,-0.89,38.153
03075000000,Alacant,El Castell de Guadalest,-0.197,38.677
03076000000,Alacant,Guardamar del Segura,-0.655,38.09
03077000000,Alacant,El Fondó de les Neus,-0.855,38.309
03077000000,Alacant,Hondón de las Nieves,-0.855,38.309
03078000000,Alacant,Hondón de los Frailes,-0.927,38.274
03079000000,Alacant,Ibi,-0.575,38.627
03080000000,Alacant,Jacarilla,-0.866,38.061
03081000000,Alacant,Xaló,-0.012,38.741
03082000000,Alacant,Xàbia,0.164,38.789
03082000000,Alacant,Jávea,0.164,38.789
03083000000,Alacant,Xixona,-0.507,38.539
03083000000,Alacant,Jijona,-0.507,38.539
03084000000,Alacant,l'Orxa,-0.312,38.845
03084000000,Alacant,Lorcha,-0.312,38.845
03085000000,Alacant,Llíber,0.006,38.743
03086000000,Alacant,Millena,-0.363,38.731
03088000000,Alacant,Monforte del Cid,-0.73,38.379
03089000000,Alacant,Monòver,-0.839,38.437
03089000000,Alacant,Monóvar,-0.839,38.437
03090000000,Alacant,Mutxamel,-0.445,38.414
03091000000,Alacant,Murla,-0.083,38.76
03092000000,Alacant,Muro de Alcoy,-0.436,38.78
03093000000,Alacant,Novelda,-0.765,38.386
03094000000,Alacant,La Nucia,-0.123,38.618
03095000000,Alacant,Ondara,0.018,38.827
03096000000,Alacant,Onil,-0.674,38.63
03097000000,Alacant,Orba,-0.064,38.78
03098000000,Alacant,Orxeta,-0.262,38.564
03099000000,Alacant,Orihuela,-0.95,38.085
03100000000,Alacant,Parcent,-0.064,38.746
03101000000,Alacant,Pedreguer,0.034,38.794
03102000000,Alacant,Pego,-0.118,38.842
03103000000,Alacant,Penàguila,-0.359,38.679
03104000000,Alacant,Petrer,-0.77,38.485
03105000000,Alacant,El Pinós,-1.042,38.404
03105000000,Alacant,Pinoso,-1.042,38.404
03106000000,Alacant,Planes,-0.345,38.786
03107000000,Alacant,Polop,-0.127,38.623
03109000000,Alacant,Rafal,-0.849,38.105
03110000000,Alacant,El Ràfol d'Almúnia,-0.053,38.821
03111000000,Alacant,Redován,-0.905,38.114
03112000000,Alacant,Relleu,-0.311,38.587
03113000000,Alacant,Rojales,-0.723,38.089
03114000000,Alacant,La Romana,-0.896,38.367
03115000000,Alacant,Sagra,-0.065,38.811
03116000000,Alacant,Salinas,-0.913,38.52
03117000000,Alacant,Sanet y Negrals,-0.034,38.819
03118000000,Alacant,San Fulgencio,-0.719,38.112
03119000000,Alacant,Sant Joan d'Alacant,-0.437,38.402
03120000000,Alacant,San Miguel de Salinas,-0.789,37.977
03121000000,Alacant,Santa Pola,-0.555,38.193
03122000000,Alacant,Sant Vicent del Raspeig,-0.522,38.396
03122000000,Alacant,San Vicente del Raspeig,-0.522,38.396
03123000000,Alacant,Sax,-0.817,38.538
03124000000,Alacant,Sella,-0.272,38.608
03125000000,Alacant,Senija,0.042,38.728
03127000000,Alacant,Tàrbena,-0.102,38.694
03128000000,Alacant,Teulada,0.102,38.729
03129000000,Alacant,Tibi,-0.578,38.531
03130000000,Alacant,Tollos,-0.274,38.757
03131000000,Alacant,Tormos,-0.072,38.802
03132000000,Alacant,La Torre de les Maçanes,-0.42,38.607
03132000000,Alacant,Torremanzanas,-0.42,38.607
03133000000,Alacant,Torrevieja,-0.683,37.978
03134000000,Alacant,La Vall d'Alcalà,-0.252,38.795
03135000000,Alacant,La Vall d'Ebo,-0.16,38.806
03136000000,Alacant,La Vall de Gallinera,-0.222,38.822
03137000000,Alacant,La Vall de Laguar,-0.109,38.777
03138000000,Alacant,El Verger,0.01,38.843
03139000000,Alacant,La Vila Joiosa,-0.233,38.505
03139000000,Alacant,Villajoyosa,-0.233,38.505
03140000000,Alacant,Villena,-0.861,38.63
03901000000,Alacant,Els Poblets,0.017,38.851
03902000000,Alacant,Pilar de la Horadada,-0.792,37.864
03903000000,Alacant,Los Montesinos,-0.744,38.027
03904000000,Alacant,San Isidro,-0.838,38.171
04001000000,Almería,Abla,-2.78,37.141
04002000000,Almería,Abrucena,-2.797,37.132
04003000000,Almería,Adra,-3.023,36.749
04004000000,Almería,Albanchez,-2.181,37.287
04005000000,Almería,Alboloduy,-2.622,37.033
04006000000,Almería,Albox,-2.147,37.39
04007000000,Almería,Alcolea,-2.961,36.974
04008000000,Almería,Alcóntar,-2.598,37.336
04009000000,Almería,Alcudia de Monteagud,-2.267,37.236
04010000000,Almería,Alhabia,-2.587,36.99
04011000000,Almería,Alhama de Almería,-2.57,36.957
04012000000,Almería,Alicún,-2.602,36.967
04013000000,Almería,Almería,-2.464,36.839
04014000000,Almería,Almócita,-2.79,37.003
04015000000,Almería,Alsodux,-2.595,37.001
04016000000,Almería,Antas,-1.917,37.245
04017000000,Almería,Arboleas,-2.075,37.351
04018000000,Almería,Armuña de Almanzora,-2.411,37.35
04019000000,Almería,Bacares,-2.453,37.261
04020000000,Almería,Bayárcal,-2.996,37.03
04021000000,Almería,Bayarque,-2.436,37.331
04022000000,Almería,Bédar,-1.982,37.19
04023000000,Almería,Beires,-2.792,37.013
04024000000,Almería,Benahadux,-2.456,36.926
04026000000,Almería,Benitagla,-2.238,37.231
04027000000,Almería,Benizalón,-2.242,37.212
04028000000,Almería,Bentarique,-2.619,36.986
04029000000,Almería,Berja,-2.949,36.847
04030000000,Almería,Canjáyar,-2.739,37.01
04031000000,Almería,Cantoria,-2.193,37.352
04032000000,Almería,Carboneras,-1.893,36.997
04033000000,Almería,Castro de Filabres,-2.439,37.185
04034000000,Almería,Cóbdar,-2.21,37.262
04035000000,Almería,Cuevas del Almanzora,-1.881,37.297
04036000000,Almería,Chercos,-2.258,37.267
04037000000,Almería,Chirivel,-2.267,37.595
04038000000,Almería,Dalías,-2.871,36.821
04041000000,Almería,Enix,-2.602,36.877
04043000000,Almería,Felix,-2.659,36.869
04044000000,Almería,Fines,-2.263,37.359
04045000000,Almería,Fiñana,-2.842,37.171
04046000000,Almería,Fondón,-2.859,36.98
04047000000,Almería,Gádor,-2.493,36.953
04048000000,Almería,Los Gallardos,-1.942,37.17
04049000000,Almería,Garrucha,-1.823,37.18
04050000000,Almería,Gérgal,-2.539,37.121
04051000000,Almería,Huécija,-2.61,36.968
04052000000,Almería,Huércal de Almería,-2.442,36.879
04053000000,Almería,Huércal-Overa,-1.944,37.391
04054000000,Almería,Íllar,-2.639,36.985
04055000000,Almería,Instinción,-2.66,36.993
04056000000,Almería,Laroya,-2.332,37.296
04057000000,Almería,Láujar de Andarax,-2.889,36.995
04058000000,Almería,Líjar,-2.22,37.295
04059000000,Almería,Lubrín,-2.066,37.216
04060000000,Almería,Lucainena de las Torres,-2.201,37.04
04061000000,Almería,Lúcar,-2.425,37.401
04062000000,Almería,Macael,-2.304,37.332
04063000000,Almería,María,-2.165,37.712
04064000000,Almería,Mojácar,-1.85,37.14
04065000000,Almería,Nacimiento,-2.648,37.105
04066000000,Almería,Níjar,-2.207,36.966
04067000000,Almería,Ohanes,-2.746,37.038
04068000000,Almería,Olula de Castro,-2.474,37.175
04069000000,Almería,Olula del Río,-2.298,37.352
04070000000,Almería,Oria,-2.296,37.484
04071000000,Almería,Padules,-2.774,36.999
04072000000,Almería,Partaloa,-2.226,37.406
04073000000,Almería,Paterna del Río,-2.953,37.022
04074000000,Almería,Pechina,-2.441,36.916
04075000000,Almería,Pulpí,-1.745,37.412
04076000000,Almería,Purchena,-2.362,37.347
04077000000,Almería,Rágol,-2.681,36.995
04078000000,Almería,Rioja,-2.464,36.943
04079000000,Almería,Roquetas de Mar,-2.615,36.765
04080000000,Almería,Santa Cruz de Marchena,-2.603,37.017
04081000000,Almería,Santa Fe de Mondújar,-2.531,36.974
04082000000,Almería,Senés,-2.347,37.204
04083000000,Almería,Serón,-2.51,37.343
04084000000,Almería,Sierro,-2.399,37.321
04085000000,Almería,Somontín,-2.387,37.391
04086000000,Almería,Sorbas,-2.124,37.098
04087000000,Almería,Suflí,-2.39,37.338
04088000000,Almería,Tabernas,-2.392,37.05
04089000000,Almería,Taberno,-2.078,37.469
04090000000,Almería,Tahal,-2.285,37.228
04091000000,Almería,Terque,-2.596,36.984
04092000000,Almería,Tíjola,-2.439,37.344
04093000000,Almería,Turre,-1.895,37.152
04094000000,Almería,Turrillas,-2.265,37.03
04095000000,Almería,Uleila del Campo,-2.204,37.185
04096000000,Almería,Urrácal,-2.365,37.398
04097000000,Almería,Velefique,-2.402,37.195
04098000000,Almería,Vélez-Blanco,-2.096,37.691
04099000000,Almería,Vélez-Rubio,-2.074,37.648
04100000000,Almería,Vera,-1.869,37.247
04101000000,Almería,Viator,-2.428,36.889
04102000000,Almería,Vícar,-2.644,36.831
04103000000,Almería,Zurgena,-2.04,37.342
04901000000,Almería,Las Tres Villas,-2.712,37.135
04902000000,Almería,El Ejido,-2.815,36.776
04903000000,Almería,La Mojonera,-2.683,36.755
04904000000,Almería,Balanegra,-2.909,36.746
05001000000,Ávila,Adanero,-4.604,40.944
05002000000,Ávila,La Adrada,-4.637,40.301
05005000000,Ávila,Albornos,-4.886,40.835
05007000000,Ávila,Aldeanueva de Santa Cruz,-5.42,40.382
05008000000,Ávila,Aldeaseca,-4.818,41.049
05010000000,Ávila,La Aldehuela,-5.408,40.41
05012000000,Ávila,Amavida,-5.061,40.571
05013000000,Ávila,El Arenal,-5.087,40.265
05014000000,Ávila,Arenas de San Pedro,-5.091,40.209
05015000000,Ávila,Arevalillo,-5.372,40.587
05016000000,Ávila,Arévalo,-4.719,41.066
05017000000,Ávila,Aveinte,-4.838,40.783
05018000000,Ávila,Avellaneda,-5.388,40.389
05019000000,Ávila,Ávila,-4.698,40.656
05021000000,Ávila,El Barco de Ávila,-5.527,40.356
05022000000,Ávila,El Barraco,-4.641,40.476
05023000000,Ávila,Barromán,-4.931,41.066
05024000000,Ávila,Becedas,-5.635,40.405
05025000000,Ávila,Becedillas,-5.331,40.539
05026000000,Ávila,Bercial de Zapardiel,-4.971,41.046
05027000000,Ávila,Las Berlanas,-4.761,40.804
05029000000,Ávila,Bernuy-Zapardiel,-4.943,40.976
05030000000,Ávila,Berrocalejo de Aragona,-4.592,40.7
05033000000,Ávila,Blascomillán,-5.089,40.802
05034000000,Ávila,Blasconuño de Matacabras,-4.99,41.124
05035000000,Ávila,Blascosancho,-4.637,40.878
05036000000,Ávila,El Bohodón,-4.73,40.916
05037000000,Ávila,Bohoyo,-5.443,40.317
05038000000,Ávila,Bonilla de la Sierra,-5.265,40.531
05039000000,Ávila,Brabos,-4.94,40.78
05040000000,Ávila,Bularros,-4.865,40.724
05041000000,Ávila,Burgohondo,-4.786,40.416
05042000000,Ávila,Cabezas de Alambre,-4.841,40.943
05043000000,Ávila,Cabezas del Pozo,-4.955,41.001
05044000000,Ávila,Cabezas del Villar,-5.212,40.716
05045000000,Ávila,Cabizuela,-4.801,40.901
05046000000,Ávila,Canales,-4.901,41.004
05047000000,Ávila,Candeleda,-5.239,40.152
05048000000,Ávila,Cantiveros,-4.956,40.952
05049000000,Ávila,Cardeñosa,-4.744,40.742
05051000000,Ávila,La Carrera,-5.555,40.347
05052000000,Ávila,Casas del Puerto,-5.198,40.529
05053000000,Ávila,Casasola,-4.828,40.667
05054000000,Ávila,Casavieja,-4.766,40.279
05055000000,Ávila,Casillas,-4.572,40.323
05056000000,Ávila,Castellanos de Zapardiel,-4.909,41.085
05057000000,Ávila,Cebreros,-4.464,40.455
05058000000,Ávila,Cepeda la Mora,-5.049,40.459
05059000000,Ávila,Cillán,-4.978,40.704
05060000000,Ávila,Cisla,-5.013,40.965
05061000000,Ávila,La Colilla,-4.767,40.647
05062000000,Ávila,Collado de Contreras,-4.93,40.888
05063000000,Ávila,Collado del Mirón,-5.354,40.554
05064000000,Ávila,Constanzana,-4.874,40.938
05065000000,Ávila,Crespos,-4.97,40.873
05066000000,Ávila,Cuevas del Valle,-5.009,40.294
05067000000,Ávila,Chamartín,-4.958,40.702
05069000000,Ávila,Donjimeno,-4.845,40.96
05070000000,Ávila,Donvidas,-4.805,41.089
05072000000,Ávila,Espinosa de los Caballeros,-4.651,41.009
05073000000,Ávila,Flores de Ávila,-5.078,40.934
05074000000,Ávila,Fontiveros,-4.967,40.93
05075000000,Ávila,Fresnedilla,-4.621,40.232
05076000000,Ávila,El Fresno,-4.757,40.614
05077000000,Ávila,Fuente el Saúz,-4.909,40.978
05078000000,Ávila,Fuentes de Año,-4.898,41.018
05079000000,Ávila,Gallegos de Altamiros,-4.901,40.706
05080000000,Ávila,Gallegos de Sobrinos,-5.111,40.717
05081000000,Ávila,Garganta del Villar,-5.105,40.45
05082000000,Ávila,Gavilanes,-4.854,40.277
05083000000,Ávila,Gemuño,-4.782,40.593
05084000000,Ávila,Gilbuena,-5.609,40.414
05085000000,Ávila,Gil García,-5.596,40.297
05086000000,Ávila,Gimialcón,-5.123,40.877
05087000000,Ávila,Gotarrendura,-4.739,40.827
05088000000,Ávila,Grandes y San Martín,-4.959,40.755
05089000000,Ávila,Guisando,-5.14,40.222
05090000000,Ávila,Gutierre-Muñoz,-4.636,40.983
05092000000,Ávila,Hernansancho,-4.73,40.857
05093000000,Ávila,Herradón de Pinares,-4.56,40.565
05094000000,Ávila,Herreros de Suso,-5.038,40.803
05095000000,Ávila,Higuera de las Dueñas,-4.601,40.238
05096000000,Ávila,La Hija de Dios,-4.973,40.534
05097000000,Ávila,La Horcajada,-5.466,40.435
05099000000,Ávila,Horcajo de las Torres,-5.091,41.065
05100000000,Ávila,El Hornillo,-5.104,40.25
05101000000,Ávila,Hoyocasero,-4.976,40.4
05102000000,Ávila,El Hoyo de Pinares,-4.423,40.502
05103000000,Ávila,Hoyorredondo,-5.41,40.462
05104000000,Ávila,Hoyos del Collado,-5.199,40.359
05105000000,Ávila,Hoyos del Espino,-5.179,40.362
05106000000,Ávila,Hoyos de Miguel Muñoz,-5.067,40.393
05107000000,Ávila,Hurtumpascual,-5.111,40.693
05108000000,Ávila,Junciana,-5.557,40.411
05109000000,Ávila,Langa,-4.859,41.008
05110000000,Ávila,Lanzahíta,-4.937,40.204
05112000000,Ávila,El Losar del Barco,-5.539,40.392
05113000000,Ávila,Los Llanos de Tormes,-5.499,40.328
05114000000,Ávila,Madrigal de las Altas Torres,-4.998,41.09
05115000000,Ávila,Maello,-4.51,40.811
05116000000,Ávila,Malpartida de Corneja,-5.351,40.521
05117000000,Ávila,Mamblas,-5.01,41.019
05118000000,Ávila,Mancera de Arriba,-5.148,40.791
05119000000,Ávila,Manjabálago y Ortigosa de Rioalmar,-5.077,40.664
05120000000,Ávila,Marlín,-4.829,40.713
05121000000,Ávila,Martiherrero,-4.782,40.674
05122000000,Ávila,Martínez,-5.347,40.631
05123000000,Ávila,Mediana de Voltoya,-4.563,40.701
05124000000,Ávila,Medinilla,-5.618,40.44
05125000000,Ávila,Mengamuñoz,-4.999,40.501
05126000000,Ávila,Mesegar de Corneja,-5.302,40.502
05127000000,Ávila,Mijares,-4.838,40.298
05128000000,Ávila,Mingorría,-4.665,40.751
05129000000,Ávila,El Mirón,-5.405,40.532
05130000000,Ávila,Mironcillo,-4.825,40.555
05131000000,Ávila,Mirueña de los Infanzones,-5.094,40.737
05132000000,Ávila,Mombeltrán,-5.018,40.26
05133000000,Ávila,Monsalupe,-4.781,40.769
05134000000,Ávila,Moraleja de Matacabras,-4.957,41.107
05135000000,Ávila,Muñana,-5.015,40.591
05136000000,Ávila,Muñico,-5.028,40.707
05138000000,Ávila,Muñogalindo,-4.901,40.604
05139000000,Ávila,Muñogrande,-4.921,40.822
05140000000,Ávila,Muñomer del Peco,-4.88,40.86
05141000000,Ávila,Muñopepe,-4.821,40.634
05142000000,Ávila,Muñosancho,-5.035,40.922
05143000000,Ávila,Muñotello,-5.041,40.543
05144000000,Ávila,Narrillos del Álamo,-5.467,40.567
05145000000,Ávila,Narrillos del Rebollar,-4.966,40.665
05147000000,Ávila,Narros del Castillo,-5.06,40.859
