cod_ine,provincia,municipio,lon,lat
24096000000,León,Maraña,-5.176,43.049
24097000000,León,Matadeón de los Oteros,-5.369,42.338
24098000000,León,Matallana de Torío,-5.52,42.866
24099000000,León,Matanza,-5.376,42.239
24100000000,León,Molinaseca,-6.52,42.537
24101000000,León,Murias de Paredes,-6.191,42.85
24102000000,León,Noceda del Bierzo,-6.398,42.711
24103000000,León,Oencia,-6.971,42.547
24104000000,León,Las Omañas,-5.87,42.682
24105000000,León,Onzonilla,-5.582,42.525
24106000000,León,Oseja de Sajambre,-5.038,43.136
24107000000,León,Pajares de los Oteros,-5.472,42.329
24108000000,León,Palacios de la Valduerna,-5.938,42.328
24109000000,León,Palacios del Sil,-6.434,42.875
24110000000,León,Páramo del Sil,-6.49,42.82
24112000000,León,Peranzanes,-6.632,42.877
24113000000,León,Pobladura de Pelayo García,-5.686,42.306
24114000000,León,La Pola de Gordón,-5.67,42.855
24115000000,León,Ponferrada,-6.597,42.548
24116000000,León,Posada de Valdeón,-4.917,43.151
24117000000,León,Pozuelo del Páramo,-5.768,42.171
24118000000,León,Prado de la Guzpeña,-5.025,42.784
24119000000,León,Priaranza del Bierzo,-6.672,42.509
24120000000,León,Prioro,-4.962,42.893
24121000000,León,Puebla de Lillo,-5.274,43.007
24122000000,León,Puente de Domingo Flórez,-6.818,42.411
24123000000,León,Quintana del Castillo,-6.046,42.661
24124000000,León,Quintana del Marco,-5.851,42.206
24125000000,León,Quintana y Congosto,-6.038,42.256
24127000000,León,Regueras de Arriba,-5.862,42.292
24129000000,León,Reyero,-5.198,42.948
24130000000,León,Riaño,-5.016,42.973
24131000000,León,Riego de la Vega,-5.982,42.389
24132000000,León,Riello,-5.945,42.773
24133000000,León,Rioseco de Tapia,-5.789,42.73
24134000000,León,La Robla,-5.628,42.802
24136000000,León,Roperuelos del Páramo,-5.783,42.237
24137000000,León,Sabero,-5.144,42.834
24139000000,León,Sahagún,-5.033,42.371
24141000000,León,San Adrián del Valle,-5.728,42.13
24142000000,León,San Andrés del Rabanedo,-5.615,42.611
24143000000,León,Sancedo,-6.635,42.666
24144000000,León,San Cristóbal de la Polantera,-5.907,42.391
24145000000,León,San Emiliano,-6.002,42.972
24146000000,León,San Esteban de Nogales,-5.931,42.159
24148000000,León,San Justo de la Vega,-6.016,42.453
24149000000,León,San Millán de los Caballeros,-5.561,42.285
24150000000,León,San Pedro Bercianos,-5.71,42.392
24151000000,León,Santa Colomba de Curueño,-5.412,42.751
24152000000,León,Santa Colomba de Somoza,-6.243,42.443
24153000000,León,Santa Cristina de Valmadrigal,-5.309,42.354
24154000000,León,Santa Elena de Jamuz,-5.888,42.259
24155000000,León,Santa María de la Isla,-5.928,42.356
24156000000,León,Santa María del Monte de Cea,-5.117,42.492
24157000000,León,Santa María del Páramo,-5.749,42.354
24158000000,León,Santa María de Ordás,-5.824,42.726
24159000000,León,Santa Marina del Rey,-5.862,42.513
24160000000,León,Santas Martas,-5.372,42.432
24161000000,León,Santiago Millas,-6.106,42.382
24162000000,León,Santovenia de la Valdoncina,-5.621,42.543
24163000000,León,Sariegos,-5.631,42.647
24164000000,León,Sena de Luna,-5.953,42.93
24165000000,León,Sobrado (León),-6.853,42.52
24166000000,León,Soto de la Vega,-5.882,42.333
24167000000,León,Soto y Amío,-5.887,42.775
24168000000,León,Toral de los Guzmanes,-5.567,42.244
24169000000,León,Toreno,-6.511,42.698
24170000000,León,Torre del Bierzo,-6.321,42.595
24171000000,León,Trabadelo,-6.883,42.65
24172000000,León,Truchas,-6.435,42.261
24173000000,León,Turcia,-5.875,42.533
24174000000,León,Urdiales del Páramo,-5.771,42.372
24175000000,León,Valdefresno,-5.493,42.594
24176000000,León,Valdefuentes del Páramo,-5.832,42.322
24177000000,León,Valdelugueros,-5.413,42.974
24178000000,León,Valdemora,-5.427,42.196
24179000000,León,Valdepiélago,-5.401,42.87
24180000000,León,Valdepolo,-5.226,42.577
24181000000,León,Valderas,-5.446,42.078
24182000000,León,Valderrey,-6.021,42.392
24183000000,León,Valderrueda,-4.947,42.816
24184000000,León,Valdesamario,-5.951,42.722
24185000000,León,Val de San Lorenzo,-6.123,42.418
24187000000,León,Valdevimbre,-5.62,42.42
24188000000,León,Valencia de Don Juan,-5.52,42.294
24189000000,León,Valverde de la Virgen,-5.683,42.569
24190000000,León,Valverde-Enrique,-5.299,42.304
24191000000,León,Vallecillo,-5.211,42.356
24193000000,León,La Vecilla,-5.406,42.849
24194000000,León,Vegacervera,-5.535,42.884
24196000000,León,Vega de Espinareda,-6.656,42.728
24197000000,León,Vega de Infanzones,-5.534,42.481
24198000000,León,Vega de Valcarce,-6.947,42.665
24199000000,León,Vegaquemada,-5.333,42.819
24201000000,León,Vegas del Condado,-5.365,42.685
24202000000,León,Villablino,-6.317,42.94
24203000000,León,Villabraz,-5.444,42.246
24205000000,León,Villadangos del Páramo,-5.766,42.517
24206000000,León,Toral de los Vados,-6.776,42.543
24207000000,León,Villademor de la Vega,-5.569,42.27
24209000000,León,Villafranca del Bierzo,-6.811,42.606
24210000000,León,Villagatón,-6.162,42.635
24211000000,León,Villamandos,-5.593,42.179
24212000000,León,Villamañán,-5.586,42.322
24213000000,León,Villamartín de Don Sancho,-5.061,42.571
24214000000,León,Villamejil,-6.02,42.563
24215000000,León,Villamol,-5.049,42.429
24216000000,León,Villamontán de la Valduerna,-5.997,42.31
24217000000,León,Villamoratiel de las Matas,-5.303,42.396
24218000000,León,Villanueva de las Manzanas,-5.48,42.471
24219000000,León,Villaobispo de Otero,-6.059,42.5
24221000000,León,Villaquejida,-5.596,42.146
24222000000,León,Villaquilambre,-5.559,42.646
24223000000,León,Villarejo de Órbigo,-5.904,42.445
24224000000,León,Villares de Órbigo,-5.909,42.471
24225000000,León,Villasabariego,-5.415,42.533
24226000000,León,Villaselán,-5.048,42.561
24227000000,León,Villaturiel,-5.485,42.519
24228000000,León,Villazala,-5.856,42.361
24229000000,León,Villazanzo de Valderaduey,-4.965,42.535
24230000000,León,Zotes del Páramo,-5.736,42.272
24901000000,León,Villamanín,-5.656,42.937
24902000000,León,Villaornate y Castro,-5.55,42.185
25001000000,Lleida,Abella de la Conca,1.092,42.161
25002000000,Lleida,Àger,0.763,42.0
25003000000,Lleida,Agramunt,1.099,41.787
25004000000,Lleida,Els Alamús,0.739,41.616
25005000000,Lleida,Alàs i Cerc,1.508,42.352
25006000000,Lleida,L'Albagés,0.739,41.449
25007000000,Lleida,Albatàrrec,0.603,41.572
25008000000,Lleida,Albesa,0.66,41.751
25009000000,Lleida,L'Albi,0.937,41.422
25010000000,Lleida,Alcanó,0.617,41.481
25011000000,Lleida,Alcarràs,0.524,41.563
25012000000,Lleida,Alcoletge,0.694,41.649
25013000000,Lleida,Alfarràs,0.573,41.829
25014000000,Lleida,Alfés,0.62,41.522
25015000000,Lleida,Algerri,0.638,41.814
25016000000,Lleida,Alguaire,0.584,41.736
25017000000,Lleida,Alins,1.317,42.549
25019000000,Lleida,Almacelles,0.438,41.732
25020000000,Lleida,Almatret,0.424,41.305
25021000000,Lleida,Almenar,0.568,41.798
25022000000,Lleida,Alòs de Balaguer,0.961,41.912
25023000000,Lleida,Alpicat,0.555,41.667
25024000000,Lleida,Alt Àneu,1.111,42.634
25025000000,Lleida,Naut Aran,0.902,42.708
25027000000,Lleida,Anglesola,1.082,41.659
25029000000,Lleida,Arbeca,0.923,41.542
25030000000,Lleida,El Pont de Bar,1.605,42.372
25031000000,Lleida,Arres,0.71,42.756
25032000000,Lleida,Arsèguel,1.584,42.351
25033000000,Lleida,Artesa de Lleida,0.704,41.552
25034000000,Lleida,Artesa de Segre,1.048,41.896
25035000000,Lleida,La Sentiu de Sió,0.88,41.804
25036000000,Lleida,Aspa,0.672,41.496
25037000000,Lleida,Les Avellanes i Santa Linya,0.765,41.908
25038000000,Lleida,Aitona,0.458,41.495
25039000000,Lleida,Baix Pallars,1.067,42.322
25040000000,Lleida,Balaguer,0.805,41.792
25041000000,Lleida,Barbens,1.018,41.679
25042000000,Lleida,La Baronia de Rialb,1.196,41.932
25043000000,Lleida,La Vall de Boí,0.802,42.504
25044000000,Lleida,Bassella,1.288,42.011
25045000000,Lleida,Bausen,0.718,42.835
25046000000,Lleida,Belianes,1.017,41.561
25047000000,Lleida,Bellcaire d'Urgell,0.906,41.759
25048000000,Lleida,Bell-lloc d'Urgell,0.781,41.629
25049000000,Lleida,Bellmunt d'Urgell,0.952,41.774
25050000000,Lleida,Bellpuig,1.012,41.625
25051000000,Lleida,Bellver de Cerdanya,1.775,42.371
25052000000,Lleida,Bellvís,0.817,41.673
25053000000,Lleida,Benavent de Segrià,0.633,41.696
25055000000,Lleida,Biosca,1.359,41.842
25056000000,Lleida,Bovera,0.639,41.326
25057000000,Lleida,Es Bòrdes,0.719,42.737
25058000000,Lleida,Les Borges Blanques,0.869,41.522
25059000000,Lleida,Bossòst,0.692,42.786
25060000000,Lleida,Cabanabona,1.215,41.851
25061000000,Lleida,Cabó,1.248,42.239
25062000000,Lleida,Camarasa,0.877,41.874
25063000000,Lleida,Canejan,0.739,42.839
25064000000,Lleida,Castellar de la Ribera,1.415,42.023
25067000000,Lleida,Castelldans,0.766,41.5
25068000000,Lleida,Castellnou de Seana,0.97,41.649
25069000000,Lleida,Castelló de Farfanya,0.727,41.821
25070000000,Lleida,Castellserà,0.987,41.747
25071000000,Lleida,Cava,1.605,42.325
25072000000,Lleida,Cervera,1.271,41.666
25073000000,Lleida,Cervià de les Garrigues,0.859,41.425
25074000000,Lleida,Ciutadilla,1.14,41.561
25075000000,Lleida,Clariana de Cardener,1.625,41.934
25076000000,Lleida,El Cogul,0.69,41.467
25077000000,Lleida,Coll de Nargó,1.316,42.174
25078000000,Lleida,Corbins,0.697,41.692
25079000000,Lleida,Cubells,0.959,41.851
25081000000,Lleida,L'Espluga Calba,1.004,41.495
25082000000,Lleida,Espot,1.089,42.577
25085000000,Lleida,Estaràs,1.378,41.692
25086000000,Lleida,Esterri d'Àneu,1.123,42.628
25087000000,Lleida,Esterri de Cardós,1.261,42.593
25088000000,Lleida,Estamariu,1.523,42.373
25089000000,Lleida,Farrera,1.273,42.496
25092000000,Lleida,La Floresta,0.919,41.512
25093000000,Lleida,Fondarella,0.875,41.635
25094000000,Lleida,Foradada,1.014,41.877
25096000000,Lleida,La Fuliola,1.018,41.714
25097000000,Lleida,Fulleda,1.025,41.464
25098000000,Lleida,Gavet de la Conca,0.921,42.122
25099000000,Lleida,Golmés,0.932,41.633
25100000000,Lleida,Gósol,1.661,42.237
25101000000,Lleida,La Granadella,0.665,41.355
25102000000,Lleida,La Granja d'Escarp,0.353,41.419
25103000000,Lleida,Granyanella,1.225,41.649
25104000000,Lleida,Granyena de Segarra,1.246,41.624
25105000000,Lleida,Granyena de les Garrigues,0.649,41.433
25109000000,Lleida,Guimerà,1.187,41.565
25110000000,Lleida,Guissona,1.289,41.785
25111000000,Lleida,Guixers,1.643,42.136
25112000000,Lleida,Ivars de Noguera,0.586,41.85
25113000000,Lleida,Ivars d'Urgell,0.986,41.683
25114000000,Lleida,Ivorra,1.396,41.772
25115000000,Lleida,Isona i Conca Dellà,1.045,42.117
25118000000,Lleida,Juncosa,0.775,41.371
25119000000,Lleida,Juneda,0.826,41.549
25120000000,Lleida,Lleida,0.621,41.615
25121000000,Lleida,Les,0.713,42.812
25122000000,Lleida,Linyola,0.904,41.711
25123000000,Lleida,Lladorre,1.25,42.62
25124000000,Lleida,Lladurs,1.508,42.045
25125000000,Lleida,Llardecans,0.55,41.375
25126000000,Lleida,Llavorsí,1.211,42.496
25127000000,Lleida,Lles de Cerdanya,1.688,42.392
25128000000,Lleida,Llimiana,0.917,42.075
25129000000,Lleida,Llobera,1.473,41.951
25130000000,Lleida,Maldà,1.039,41.551
25131000000,Lleida,Massalcoreig,0.359,41.459
25132000000,Lleida,Massoteres,1.311,41.798
25133000000,Lleida,Maials,0.504,41.365
25134000000,Lleida,Menàrguens,0.744,41.73
25135000000,Lleida,Miralcamp,0.878,41.605
25136000000,Lleida,La Molsosa,1.544,41.786
25137000000,Lleida,Mollerussa,0.894,41.63
25138000000,Lleida,Montgai,0.962,41.801
25139000000,Lleida,Montellà i Martinet,1.695,42.36
25140000000,Lleida,Montferrer i Castellbò,1.428,42.342
25141000000,Lleida,Montoliu de Segarra,1.271,41.59
25142000000,Lleida,Montoliu de Lleida,0.59,41.561
25143000000,Lleida,Montornès de Segarra,1.23,41.601
25145000000,Lleida,Nalec,1.115,41.56
25146000000,Lleida,Navès,1.635,41.992
25148000000,Lleida,Odèn,1.455,42.133
25149000000,Lleida,Oliana,1.315,42.065
25150000000,Lleida,Oliola,1.175,41.877
25151000000,Lleida,Olius,1.565,42.009
25152000000,Lleida,Les Oluges,1.319,41.698
25153000000,Lleida,Els Omellons,0.959,41.502
25154000000,Lleida,Els Omells de na Gaia,1.075,41.5
25155000000,Lleida,Organyà,1.329,42.211
25156000000,Lleida,Os de Balaguer,0.718,41.872
25157000000,Lleida,Ossó de Sió,1.159,41.755
25158000000,Lleida,El Palau d'Anglesola,0.88,41.652
25161000000,Lleida,Conca de Dalt,0.971,42.243
25163000000,Lleida,La Coma i la Pedra,1.589,42.176
25164000000,Lleida,Penelles,0.965,41.757
25165000000,Lleida,Peramola,1.268,42.057
25166000000,Lleida,Pinell de Solsonès,1.418,41.951
25167000000,Lleida,Pinós,1.541,41.827
25168000000,Lleida,El Poal,0.855,41.678
25169000000,Lleida,La Pobla de Cérvoles,0.915,41.368
25170000000,Lleida,Bellaguarda,0.736,41.337
25171000000,Lleida,La Pobla de Segur,0.968,42.248
25172000000,Lleida,Ponts,1.188,41.918
25173000000,Lleida,El Pont de Suert,0.74,42.407
25174000000,Lleida,La Portella,0.641,41.738
25175000000,Lleida,Prats i Sansor,1.84,42.366
25176000000,Lleida,Preixana,1.038,41.608
25177000000,Lleida,Preixens,1.051,41.794
25179000000,Lleida,Prullans,1.736,42.379
25180000000,Lleida,Puiggròs,0.89,41.55
25181000000,Lleida,Puigverd d'Agramunt,1.122,41.777
25182000000,Lleida,Puigverd de Lleida,0.733,41.543
25183000000,Lleida,Rialp,1.135,42.444
25185000000,Lleida,Ribera d'Urgellet,1.383,42.313
25186000000,Lleida,Riner,1.564,41.941
25189000000,Lleida,Rosselló,0.597,41.693
25190000000,Lleida,Salàs de Pallars,0.932,42.212
25191000000,Lleida,Sanaüja,1.311,41.876
25192000000,Lleida,Sant Guim de Freixenet,1.422,41.658
25193000000,Lleida,Sant Llorenç de Morunys,1.591,42.138
25194000000,Lleida,Sant Ramon,1.357,41.724
25196000000,Lleida,Sant Esteve de la Sarga,0.764,42.079
25197000000,Lleida,Sant Guim de la Plana,1.325,41.763
25200000000,Lleida,Sarroca de Lleida,0.562,41.459
25201000000,Lleida,Sarroca de Bellera,0.881,42.359
25202000000,Lleida,Senterada,0.938,42.325
25203000000,Lleida,La Seu d'Urgell,1.462,42.358
25204000000,Lleida,Seròs,0.41,41.463
25205000000,Lleida,Sidamon,0.832,41.629
25206000000,Lleida,El Soleràs,0.682,41.413
25207000000,Lleida,Solsona,1.52,41.994
25208000000,Lleida,Soriguera,1.182,42.37
25209000000,Lleida,Sort,1.13,42.411
25210000000,Lleida,Soses,0.487,41.533
25211000000,Lleida,Sudanell,0.566,41.557
25212000000,Lleida,Sunyer,0.593,41.523
25215000000,Lleida,Talarn,0.9,42.185
25216000000,Lleida,Talavera,1.339,41.583
25217000000,Lleida,Tàrrega,1.139,41.647
25218000000,Lleida,Tarrés,1.02,41.423
25219000000,Lleida,Tarroja de Segarra,1.275,41.73
25220000000,Lleida,Térmens,0.759,41.719
25221000000,Lleida,Tírvia,1.243,42.515
25222000000,Lleida,Tiurana,1.24,41.968
25223000000,Lleida,Torà,1.404,41.813
25224000000,Lleida,Els Torms,0.72,41.394
25225000000,Lleida,Tornabous,1.054,41.701
25226000000,Lleida,Torrebesses,0.595,41.427
25227000000,Lleida,La Torre de Cabdella,0.983,42.422
25228000000,Lleida,Torrefarrera,0.607,41.673
25230000000,Lleida,Torregrossa,0.832,41.581
25231000000,Lleida,Torrelameu,0.702,41.705
25232000000,Lleida,Torres de Segre,0.513,41.535
25233000000,Lleida,Torre-serona,0.631,41.673
25234000000,Lleida,Tremp,0.896,42.167
25238000000,Lleida,Vallbona de les Monges,1.089,41.525
25239000000,Lleida,Les Valls de Valira,1.458,42.383
25240000000,Lleida,Vallfogona de Balaguer,0.815,41.752
25242000000,Lleida,Verdú,1.143,41.611
25243000000,Lleida,Vielha e Mijaran,0.796,42.701
25244000000,Lleida,Vilagrassa,1.106,41.648
25245000000,Lleida,Vilaller,0.717,42.477
25247000000,Lleida,Vilamòs,0.727,42.747
25248000000,Lleida,Vilanova de Bellpuig,0.961,41.615
25249000000,Lleida,Vilanova de l'Aguda,1.253,41.911
25250000000,Lleida,Vilanova de Meià,1.023,41.995
25251000000,Lleida,Vilanova de Segrià,0.62,41.712
25252000000,Lleida,Vila-sana,0.926,41.662
25253000000,Lleida,El Vilosell,0.947,41.384
25254000000,Lleida,Vilanova de la Barca,0.726,41.689
25255000000,Lleida,Vinaixa,0.976,41.429
25901000000,Lleida,Vall de Cardós,1.228,42.564
25902000000,Lleida,Sant Martí de Riucorb,1.055,41.559
25903000000,Lleida,La Guingueta d'Àneu,1.132,42.594
25904000000,Lleida,Castell de Mur,0.878,42.093
25905000000,Lleida,Ribera d'Ondara,1.342,41.625
25906000000,Lleida,Les Valls d'Aguilar,1.342,42.294
25907000000,Lleida,Torrefeta i Florejacs,1.273,41.754
25908000000,Lleida,Fígols i Alinyà,1.338,42.202
25909000000,Lleida,La Vansa i Fórnols,1.48,42.233
25910000000,Lleida,Josa i Tuixén,1.566,42.231
25911000000,Lleida,Els Plans de Sió,1.198,41.762
25912000000,Lleida,Gimenells i el Pla de la Font,0.389,41.652
25913000000,Lleida,Riu de Cerdanya,1.826,42.345
26001000000,La Rioja,Ábalos,-2.711,42.573
26002000000,La Rioja,Agoncillo,-2.292,42.446
26003000000,La Rioja,Aguilar del Río Alhama,-1.994,41.962
26004000000,La Rioja,Ajamil de Cameros,-2.488,42.168
26005000000,La Rioja,Albelda de Iregua,-2.473,42.357
26006000000,La Rioja,Alberite,-2.441,42.406
26007000000,La Rioja,Alcanadre,-2.121,42.404
26008000000,La Rioja,Aldeanueva de Ebro,-1.888,42.23
26009000000,La Rioja,Alesanco,-2.817,42.413
26010000000,La Rioja,Alesón,-2.69,42.405
26011000000,La Rioja,Alfaro,-1.749,42.178
26012000000,La Rioja,Almarza de Cameros,-2.598,42.216
26013000000,La Rioja,Anguciana,-2.9,42.574
26014000000,La Rioja,Anguiano,-2.764,42.261
26015000000,La Rioja,Arenzana de Abajo,-2.719,42.387
26016000000,La Rioja,Arenzana de Arriba,-2.695,42.388
26017000000,La Rioja,Arnedillo,-2.235,42.212
26018000000,La Rioja,Arnedo,-2.1,42.228
26019000000,La Rioja,Arrúbal,-2.252,42.435
26020000000,La Rioja,Ausejo,-2.17,42.345
26021000000,La Rioja,Autol,-2.007,42.214
26022000000,La Rioja,Azofra,-2.8,42.423
26023000000,La Rioja,Badarán,-2.808,42.367
26024000000,La Rioja,Bañares,-2.911,42.469
26025000000,La Rioja,Baños de Rioja,-2.946,42.512
26026000000,La Rioja,Baños de Río Tobía,-2.759,42.334
26027000000,La Rioja,Berceo,-2.853,42.338
26028000000,La Rioja,Bergasa,-2.131,42.252
26029000000,La Rioja,Bergasillas Bajera,-2.159,42.245
26030000000,La Rioja,Bezares,-2.671,42.37
26031000000,La Rioja,Bobadilla,-2.76,42.317
26032000000,La Rioja,Brieva de Cameros,-2.795,42.165
26033000000,La Rioja,Briñas,-2.832,42.601
26034000000,La Rioja,Briones,-2.785,42.543
26035000000,La Rioja,Cabezón de Cameros,-2.52,42.196
26036000000,La Rioja,Calahorra,-1.961,42.302
26037000000,La Rioja,Camprovín,-2.723,42.354
26038000000,La Rioja,Canales de la Sierra,-3.025,42.144
26039000000,La Rioja,Canillas de Río Tuerto,-2.841,42.398
26040000000,La Rioja,Cañas,-2.847,42.392
26041000000,La Rioja,Cárdenas,-2.767,42.374
26042000000,La Rioja,Casalarreina,-2.911,42.549
26043000000,La Rioja,Castañares de Rioja,-2.932,42.512
26044000000,La Rioja,Castroviejo,-2.661,42.329
26045000000,La Rioja,Cellorigo,-3.0,42.627
26046000000,La Rioja,Cenicero,-2.642,42.482
26047000000,La Rioja,Cervera del Río Alhama,-1.954,42.007
26048000000,La Rioja,Cidamón,-2.88,42.495
26049000000,La Rioja,Cihuri,-2.923,42.565
26050000000,La Rioja,Cirueña,-2.896,42.411
26051000000,La Rioja,Clavijo,-2.425,42.349
26052000000,La Rioja,Cordovín,-2.815,42.385
26053000000,La Rioja,Corera,-2.219,42.343
26054000000,La Rioja,Cornago,-2.095,42.065
26055000000,La Rioja,Corporales,-2.995,42.432
26056000000,La Rioja,Cuzcurrita de Río Tirón,-2.965,42.542
26057000000,La Rioja,Daroca de Rioja,-2.582,42.371
26058000000,La Rioja,Enciso,-2.27,42.149
26059000000,La Rioja,Entrena,-2.531,42.389
26060000000,La Rioja,Estollo,-2.85,42.329
26061000000,La Rioja,Ezcaray,-3.014,42.326
26062000000,La Rioja,Foncea,-3.039,42.615
26063000000,La Rioja,Fonzaleche,-3.012,42.581
26064000000,La Rioja,Fuenmayor,-2.562,42.467
26065000000,La Rioja,Galbárruli,-2.961,42.622
26066000000,La Rioja,Galilea,-2.238,42.348
26067000000,La Rioja,Gallinero de Cameros,-2.618,42.173
26068000000,La Rioja,Gimileo,-2.822,42.55
26069000000,La Rioja,Grañón,-3.028,42.45
26070000000,La Rioja,Grávalos,-2.001,42.109
26071000000,La Rioja,Haro,-2.846,42.578
26072000000,La Rioja,Herce,-2.166,42.215
26073000000,La Rioja,Herramélluri,-3.02,42.502
26074000000,La Rioja,Hervías,-2.888,42.448
26075000000,La Rioja,Hormilla,-2.775,42.438
26076000000,La Rioja,Hormilleja,-2.731,42.456
26077000000,La Rioja,Hornillos de Cameros,-2.419,42.211
26078000000,La Rioja,Hornos de Moncalvillo,-2.585,42.391
26079000000,La Rioja,Huércanos,-2.694,42.429
26080000000,La Rioja,Igea,-2.011,42.07
26081000000,La Rioja,Jalón de Cameros,-2.49,42.218
26082000000,La Rioja,Laguna de Cameros,-2.543,42.176
26083000000,La Rioja,Lagunilla del Jubera,-2.322,42.334
26084000000,La Rioja,Lardero,-2.463,42.427
26086000000,La Rioja,Ledesma de la Cogolla,-2.72,42.32
26087000000,La Rioja,Leiva,-3.047,42.504
26088000000,La Rioja,Leza de Río Leza,-2.406,42.329
26089000000,La Rioja,Logroño,-2.446,42.466
26091000000,La Rioja,Lumbreras de Cameros,-2.623,42.104
26092000000,La Rioja,Manjarrés,-2.676,42.392
26093000000,La Rioja,Mansilla de la Sierra,-2.944,42.153
26094000000,La Rioja,Manzanares de Rioja,-2.895,42.395
26095000000,La Rioja,Matute,-2.795,42.299
26096000000,La Rioja,Medrano,-2.554,42.382
26098000000,La Rioja,Munilla,-2.295,42.188
26099000000,La Rioja,Murillo de Río Leza,-2.325,42.402
26100000000,La Rioja,Muro de Aguas,-2.112,42.133
26101000000,La Rioja,Muro en Cameros,-2.53,42.225
26102000000,La Rioja,Nájera,-2.736,42.416
26103000000,La Rioja,Nalda,-2.488,42.335
26104000000,La Rioja,Navajún,-2.099,41.964
26105000000,La Rioja,Navarrete,-2.562,42.43
26106000000,La Rioja,Nestares,-2.62,42.27
26107000000,La Rioja,Nieva de Cameros,-2.667,42.219
26108000000,La Rioja,Ocón,-2.243,42.299
26109000000,La Rioja,Ochánduri,-3.004,42.525
26110000000,La Rioja,Ojacastro,-3.005,42.347
26111000000,La Rioja,Ollauri,-2.834,42.541
26112000000,La Rioja,Ortigosa de Cameros,-2.705,42.176
26113000000,La Rioja,Pazuengos,-2.926,42.317
26114000000,La Rioja,Pedroso,-2.719,42.301
26115000000,La Rioja,Pinillos,-2.597,42.199
26117000000,La Rioja,Pradejón,-2.069,42.335
26118000000,La Rioja,Pradillo,-2.641,42.176
26119000000,La Rioja,Préjano,-2.179,42.188
26120000000,La Rioja,Quel,-2.048,42.229
26121000000,La Rioja,Rabanera,-2.487,42.19
26122000000,La Rioja,El Rasillo de Cameros,-2.698,42.195
26123000000,La Rioja,El Redal,-2.202,42.338
26124000000,La Rioja,Ribafrecha,-2.388,42.355
26125000000,La Rioja,Rincón de Soto,-1.85,42.235
26126000000,La Rioja,Robres del Castillo,-2.292,42.274
26127000000,La Rioja,Rodezno,-2.845,42.526
26128000000,La Rioja,Sajazarra,-2.961,42.589
26129000000,La Rioja,San Asensio,-2.75,42.497
26130000000,La Rioja,San Millán de la Cogolla,-2.865,42.326
26131000000,La Rioja,San Millán de Yécora,-3.096,42.547
26132000000,La Rioja,San Román de Cameros,-2.475,42.232
26134000000,La Rioja,Santa Coloma,-2.656,42.367
26135000000,La Rioja,Santa Engracia del Jubera,-2.305,42.315
26136000000,La Rioja,Santa Eulalia Bajera,-2.191,42.21
26138000000,La Rioja,Santo Domingo de la Calzada,-2.953,42.441
26139000000,La Rioja,San Torcuato,-2.89,42.482
26140000000,La Rioja,Santurde de Rioja,-2.98,42.39
26141000000,La Rioja,Santurdejo,-2.954,42.378
26142000000,La Rioja,San Vicente de la Sonsierra,-2.758,42.562
26143000000,La Rioja,Sojuela,-2.545,42.37
26144000000,La Rioja,Sorzano,-2.528,42.342
26145000000,La Rioja,Sotés,-2.602,42.4
26146000000,La Rioja,Soto en Cameros,-2.425,42.286
26147000000,La Rioja,Terroba,-2.444,42.258
26148000000,La Rioja,Tirgo,-2.949,42.546
26149000000,La Rioja,Tobía,-2.816,42.298
26150000000,La Rioja,Tormantos,-3.074,42.494
26151000000,La Rioja,Torrecilla en Cameros,-2.63,42.255
26152000000,La Rioja,Torrecilla sobre Alesanco,-2.833,42.409
26153000000,La Rioja,Torre en Cameros,-2.519,42.241
26154000000,La Rioja,Torremontalbo,-2.685,42.501
26155000000,La Rioja,Treviana,-3.051,42.559
26157000000,La Rioja,Tricio,-2.719,42.401
26158000000,La Rioja,Tudelilla,-2.118,42.3
26160000000,La Rioja,Uruñuela,-2.708,42.442
26161000000,La Rioja,Valdemadera,-2.074,41.984
26162000000,La Rioja,Valgañón,-3.067,42.317
26163000000,La Rioja,Ventosa,-2.627,42.404
26164000000,La Rioja,Ventrosa,-2.85,42.158
26165000000,La Rioja,Viguera,-2.534,42.309
26166000000,La Rioja,Villalba de Rioja,-2.887,42.61
26167000000,La Rioja,Villalobar de Rioja,-2.964,42.491
26168000000,La Rioja,Villamediana de Iregua,-2.42,42.426
26169000000,La Rioja,Villanueva de Cameros,-2.65,42.168
26170000000,La Rioja,El Villar de Arnedo,-2.094,42.32
26171000000,La Rioja,Villar de Torre,-2.867,42.371
26172000000,La Rioja,Villarejo,-2.888,42.373
26173000000,La Rioja,Villarroya,-2.068,42.132
26174000000,La Rioja,Villarta-Quintana,-3.046,42.433
26175000000,La Rioja,Villavelayo,-2.986,42.131
26176000000,La Rioja,Villaverde de Rioja,-2.813,42.32
26177000000,La Rioja,Villoslada de Cameros,-2.673,42.114
26178000000,La Rioja,Viniegra de Abajo,-2.888,42.152
26179000000,La Rioja,Viniegra de Arriba,-2.835,42.095
26180000000,La Rioja,Zarratón,-2.882,42.516
26181000000,La Rioja,Zarzosa,-2.343,42.182
26183000000,La Rioja,Zorraquín,-3.039,42.326
27001000000,Lugo,Abadín,-7.475,43.364
27002000000,Lugo,Alfoz,-7.418,43.527
27003000000,Lugo,Antas de Ulla,-7.89,42.783
27004000000,Lugo,Baleira,-7.246,43.015
27005000000,Lugo,Barreiros,-7.233,43.54
